"Date","Currency","Mean","Buy","Sell"
"25/02/2021","CHINESE YUAN","17.0196","17.0030","17.0361"
"24/02/2021","CHINESE YUAN","16.9722","16.9554","16.9890"
"23/02/2021","CHINESE YUAN","16.9600","16.9442","16.9759"
"22/02/2021","CHINESE YUAN","16.9813","16.9631","16.9994"
"19/02/2021","CHINESE YUAN","16.9231","16.9063","16.9399"
"18/02/2021","CHINESE YUAN","16.9625","16.9365","16.9885"
"17/02/2021","CHINESE YUAN","16.9488","16.9228","16.9748"
"16/02/2021","CHINESE YUAN","16.9475","16.9215","16.9734"
"15/02/2021","CHINESE YUAN","16.9470","16.9210","16.9730"
"12/02/2021","CHINESE YUAN","16.9464","16.9204","16.9723"
"11/02/2021","CHINESE YUAN","16.9774","16.9513","17.0034"
"10/02/2021","CHINESE YUAN","17.0204","17.0035","17.0373"
"09/02/2021","CHINESE YUAN","16.9873","16.9612","17.0133"
"08/02/2021","CHINESE YUAN","16.9476","16.9303","16.9649"
"05/02/2021","CHINESE YUAN","16.9612","16.9450","16.9775"
"04/02/2021","CHINESE YUAN","17.0114","16.9951","17.0277"
"03/02/2021","CHINESE YUAN","17.0369","17.0203","17.0534"
"02/02/2021","CHINESE YUAN","17.0260","17.0101","17.0418"
"01/02/2021","CHINESE YUAN","17.1136","17.0970","17.1302"
"29/01/2021","CHINESE YUAN","17.0291","17.0031","17.0551"
"28/01/2021","CHINESE YUAN","17.0179","16.9990","17.0368"
"27/01/2021","CHINESE YUAN","17.0375","17.0215","17.0535"
"26/01/2021","CHINESE YUAN","16.9982","16.9723","17.0242"
"25/01/2021","CHINESE YUAN","16.9680","16.9460","16.9899"
"22/01/2021","CHINESE YUAN","16.9721","16.9558","16.9885"
"21/01/2021","CHINESE YUAN","17.0564","17.0392","17.0736"
"20/01/2021","CHINESE YUAN","17.0071","16.9902","17.0240"
"19/01/2021","CHINESE YUAN","16.9559","16.9392","16.9726"
"18/01/2021","CHINESE YUAN","17.0056","16.9882","17.0230"
"15/01/2021","CHINESE YUAN","17.0199","17.0029","17.0369"
"14/01/2021","CHINESE YUAN","16.9962","16.9789","17.0135"
"13/01/2021","CHINESE YUAN","16.9692","16.9484","16.9899"
"12/01/2021","CHINESE YUAN","16.9102","16.8939","16.9266"
"11/01/2021","CHINESE YUAN","16.8857","16.8691","16.9023"
"08/01/2021","CHINESE YUAN","16.9454","16.9246","16.9661"
"07/01/2021","CHINESE YUAN","16.9381","16.9214","16.9547"
"06/01/2021","CHINESE YUAN","16.9408","16.9234","16.9583"
"05/01/2021","CHINESE YUAN","16.9089","16.8829","16.9348"
"04/01/2021","CHINESE YUAN","16.7005","16.6840","16.7171"
"31/12/2020","CHINESE YUAN","16.7313","16.7147","16.7479"
"30/12/2020","CHINESE YUAN","16.7137","16.6976","16.7298"
"29/12/2020","CHINESE YUAN","16.6523","16.6360","16.6686"
"28/12/2020","CHINESE YUAN","16.6527","16.6362","16.6691"
"24/12/2020","CHINESE YUAN","16.6422","16.6254","16.6590"
"23/12/2020","CHINESE YUAN","16.7319","16.7160","16.7478"
"22/12/2020","CHINESE YUAN","16.9447","16.9216","16.9677"
"21/12/2020","CHINESE YUAN","17.0123","16.9964","17.0283"
"18/12/2020","CHINESE YUAN","17.0525","17.0363","17.0687"
"17/12/2020","CHINESE YUAN","17.0819","17.0614","17.1025"
"16/12/2020","CHINESE YUAN","17.0574","17.0410","17.0739"
"15/12/2020","CHINESE YUAN","17.0210","17.0044","17.0377"
"14/12/2020","CHINESE YUAN","17.0550","17.0384","17.0716"
"11/12/2020","CHINESE YUAN","17.0284","17.0066","17.0501"
"10/12/2020","CHINESE YUAN","17.0357","17.0191","17.0523"
"09/12/2020","CHINESE YUAN","17.0600","17.0381","17.0818"
"08/12/2020","CHINESE YUAN","17.0599","17.0440","17.0759"
"07/12/2020","CHINESE YUAN","17.0115","16.9916","17.0314"
"04/12/2020","CHINESE YUAN","16.9892","16.9729","17.0055"
"03/12/2020","CHINESE YUAN","16.8626","16.8435","16.8817"
"02/12/2020","CHINESE YUAN","16.7493","16.7337","16.7649"
"01/12/2020","CHINESE YUAN","16.7429","16.7262","16.7596"
"30/11/2020","CHINESE YUAN","16.7072","16.6907","16.7236"
"27/11/2020","CHINESE YUAN","16.7242","16.7079","16.7404"
"26/11/2020","CHINESE YUAN","16.7104","16.6923","16.7285"
"25/11/2020","CHINESE YUAN","16.6575","16.6372","16.6777"
"24/11/2020","CHINESE YUAN","16.6753","16.6588","16.6918"
"23/11/2020","CHINESE YUAN","16.6632","16.6446","16.6818"
"20/11/2020","CHINESE YUAN","16.6079","16.5909","16.6250"
"19/11/2020","CHINESE YUAN","16.6438","16.6272","16.6604"
"18/11/2020","CHINESE YUAN","16.6961","16.6797","16.7125"
"17/11/2020","CHINESE YUAN","16.5933","16.5756","16.6110"
"16/11/2020","CHINESE YUAN","16.5909","16.5740","16.6078"
"13/11/2020","CHINESE YUAN","16.4750","16.4583","16.4918"
"12/11/2020","CHINESE YUAN","16.4717","16.4551","16.4883"
"11/11/2020","CHINESE YUAN","16.4866","16.4660","16.5072"
"10/11/2020","CHINESE YUAN","16.4844","16.4659","16.5029"
"09/11/2020","CHINESE YUAN","16.4714","16.4525","16.4904"
"06/11/2020","CHINESE YUAN","16.4824","16.4610","16.5038"
"05/11/2020","CHINESE YUAN","16.3196","16.2949","16.3444"
"04/11/2020","CHINESE YUAN","16.2617","16.2428","16.2806"
"03/11/2020","CHINESE YUAN","16.2718","16.2560","16.2876"
"02/11/2020","CHINESE YUAN","16.2740","16.2586","16.2894"
"30/10/2020","CHINESE YUAN","16.2805","16.2626","16.2984"
"29/10/2020","CHINESE YUAN","16.2170","16.2005","16.2335"
"28/10/2020","CHINESE YUAN","16.2283","16.2105","16.2461"
"27/10/2020","CHINESE YUAN","16.2182","16.2000","16.2364"
"26/10/2020","CHINESE YUAN","16.2958","16.2790","16.3126"
"23/10/2020","CHINESE YUAN","16.2713","16.2554","16.2872"
"22/10/2020","CHINESE YUAN","16.3206","16.3045","16.3367"
"21/10/2020","CHINESE YUAN","16.2607","16.2452","16.2763"
"19/10/2020","CHINESE YUAN","16.2246","16.2064","16.2428"
"16/10/2020","CHINESE YUAN","16.1703","16.1544","16.1861"
"15/10/2020","CHINESE YUAN","16.1589","16.1433","16.1745"
"14/10/2020","CHINESE YUAN","16.1023","16.0852","16.1194"
"13/10/2020","CHINESE YUAN","16.0909","16.0755","16.1062"
"12/10/2020","CHINESE YUAN","16.1955","16.1780","16.2131"
"09/10/2020","CHINESE YUAN","15.9800","15.9629","15.9970"
"08/10/2020","CHINESE YUAN","15.9818","15.9648","15.9989"
"07/10/2020","CHINESE YUAN","15.9816","15.9645","15.9987"
"06/10/2020","CHINESE YUAN","15.9779","15.9609","15.9949"
"05/10/2020","CHINESE YUAN","15.9763","15.9593","15.9934"
"02/10/2020","CHINESE YUAN","15.9753","15.9583","15.9924"
"01/10/2020","CHINESE YUAN","15.9294","15.9077","15.9511"
"30/09/2020","CHINESE YUAN","15.9146","15.8982","15.9310"
"29/09/2020","CHINESE YUAN","15.9232","15.9060","15.9404"
"28/09/2020","CHINESE YUAN","15.8977","15.8817","15.9137"
"25/09/2020","CHINESE YUAN","15.9079","15.8916","15.9243"
"24/09/2020","CHINESE YUAN","15.9531","15.9373","15.9690"
"23/09/2020","CHINESE YUAN","16.0050","15.9900","16.0200"
"22/09/2020","CHINESE YUAN","15.9326","15.9148","15.9505"
"21/09/2020","CHINESE YUAN","16.0404","16.0236","16.0572"
"18/09/2020","CHINESE YUAN","15.9975","15.9804","16.0146"
"17/09/2020","CHINESE YUAN","16.0265","16.0094","16.0437"
"16/09/2020","CHINESE YUAN","16.0453","16.0292","16.0615"
"15/09/2020","CHINESE YUAN","16.0041","15.9835","16.0248"
"14/09/2020","CHINESE YUAN","15.8835","15.8684","15.8986"
"11/09/2020","CHINESE YUAN","15.8602","15.8398","15.8806"
"10/09/2020","CHINESE YUAN","15.8471","15.8273","15.8668"
"09/09/2020","CHINESE YUAN","15.8353","15.8193","15.8513"
"08/09/2020","CHINESE YUAN","15.8502","15.8352","15.8652"
"07/09/2020","CHINESE YUAN","15.8603","15.8446","15.8760"
"04/09/2020","CHINESE YUAN","15.8436","15.8243","15.8628"
"03/09/2020","CHINESE YUAN","15.8375","15.8217","15.8533"
"02/09/2020","CHINESE YUAN","15.8561","15.8395","15.8727"
"01/09/2020","CHINESE YUAN","15.8117","15.7954","15.8281"
"31/08/2020","CHINESE YUAN","15.7939","15.7779","15.8099"
"28/08/2020","CHINESE YUAN","15.7107","15.6956","15.7257"
"27/08/2020","CHINESE YUAN","15.7117","15.6953","15.7280"
"26/08/2020","CHINESE YUAN","15.6384","15.6235","15.6534"
"25/08/2020","CHINESE YUAN","15.6282","15.6122","15.6442"
"24/08/2020","CHINESE YUAN","15.6079","15.5924","15.6235"
"21/08/2020","CHINESE YUAN","15.6380","15.6231","15.6530"
"20/08/2020","CHINESE YUAN","15.7143","15.6971","15.7315"
"19/08/2020","CHINESE YUAN","15.6841","15.6691","15.6992"
"18/08/2020","CHINESE YUAN","15.6264","15.6064","15.6465"
"17/08/2020","CHINESE YUAN","15.6106","15.5951","15.6261"
"14/08/2020","CHINESE YUAN","15.5875","15.5716","15.6035"
"13/08/2020","CHINESE YUAN","15.6081","15.5928","15.6234"
"12/08/2020","CHINESE YUAN","15.5831","15.5670","15.5992"
"11/08/2020","CHINESE YUAN","15.5279","15.5025","15.5534"
"10/08/2020","CHINESE YUAN","15.5247","15.5093","15.5401"
"07/08/2020","CHINESE YUAN","15.5089","15.4934","15.5244"
"06/08/2020","CHINESE YUAN","15.5541","15.5375","15.5706"
"05/08/2020","CHINESE YUAN","15.4707","15.4535","15.4879"
"04/08/2020","CHINESE YUAN","15.4375","15.4219","15.4531"
"03/08/2020","CHINESE YUAN","15.3699","15.3525","15.3874"
"30/07/2020","CHINESE YUAN","15.3820","15.3668","15.3973"
"29/07/2020","CHINESE YUAN","15.3789","15.3641","15.3938"
"28/07/2020","CHINESE YUAN","15.3830","15.3678","15.3982"
"27/07/2020","CHINESE YUAN","15.3954","15.3795","15.4114"
"24/07/2020","CHINESE YUAN","15.3810","15.3653","15.3967"
"23/07/2020","CHINESE YUAN","15.4479","15.4281","15.4677"
"22/07/2020","CHINESE YUAN","15.4349","15.4185","15.4512"
"21/07/2020","CHINESE YUAN","15.4019","15.3821","15.4217"
"20/07/2020","CHINESE YUAN","15.3766","15.3611","15.3920"
"17/07/2020","CHINESE YUAN","15.3598","15.3413","15.3784"
"16/07/2020","CHINESE YUAN","15.3363","15.3213","15.3512"
"15/07/2020","CHINESE YUAN","15.3297","15.3146","15.3448"
"14/07/2020","CHINESE YUAN","15.2854","15.2707","15.3002"
"13/07/2020","CHINESE YUAN","15.3010","15.2855","15.3165"
"10/07/2020","CHINESE YUAN","15.2595","15.2435","15.2755"
"09/07/2020","CHINESE YUAN","15.2734","15.2549","15.2919"
"08/07/2020","CHINESE YUAN","15.2073","15.1915","15.2232"
"07/07/2020","CHINESE YUAN","15.1811","15.1660","15.1962"
"06/07/2020","CHINESE YUAN","15.0876","15.0711","15.1041"
"03/07/2020","CHINESE YUAN","15.0920","15.0745","15.1094"
"02/07/2020","CHINESE YUAN","15.0744","15.0590","15.0899"
"01/07/2020","CHINESE YUAN","15.0640","15.0392","15.0888"
"30/06/2020","CHINESE YUAN","15.0527","15.0374","15.0680"
"29/06/2020","CHINESE YUAN","15.0402","15.0235","15.0569"
"26/06/2020","CHINESE YUAN","15.0476","15.0309","15.0643"
"25/06/2020","CHINESE YUAN","15.0419","15.0260","15.0579"
"24/06/2020","CHINESE YUAN","15.0650","15.0455","15.0845"
"23/06/2020","CHINESE YUAN","15.0507","15.0349","15.0664"
"22/06/2020","CHINESE YUAN","15.0303","15.0146","15.0460"
"19/06/2020","CHINESE YUAN","14.9983","14.9789","15.0177"
"18/06/2020","CHINESE YUAN","15.0338","15.0171","15.0505"
"17/06/2020","CHINESE YUAN","15.0152","15.0001","15.0302"
"16/06/2020","CHINESE YUAN","15.0058","14.9887","15.0230"
"15/06/2020","CHINESE YUAN","15.0433","15.0273","15.0592"
"12/06/2020","CHINESE YUAN","15.0356","15.0209","15.0504"
"11/06/2020","CHINESE YUAN","15.0679","15.0534","15.0823"
"10/06/2020","CHINESE YUAN","15.0282","15.0122","15.0443"
"09/06/2020","CHINESE YUAN","15.0323","15.0153","15.0493"
"08/06/2020","CHINESE YUAN","14.9751","14.9582","14.9921"
"05/06/2020","CHINESE YUAN","14.9539","14.9303","14.9774"
"04/06/2020","CHINESE YUAN","14.8943","14.8782","14.9104"
"03/06/2020","CHINESE YUAN","14.9793","14.9627","14.9959"
"02/06/2020","CHINESE YUAN","14.9649","14.9506","14.9791"
"29/05/2020","CHINESE YUAN","14.9446","14.9287","14.9605"
"28/05/2020","CHINESE YUAN","14.9557","14.9391","14.9723"
"27/05/2020","CHINESE YUAN","14.9645","14.9491","14.9798"
"26/05/2020","CHINESE YUAN","15.0028","14.9846","15.0211"
"22/05/2020","CHINESE YUAN","15.0531","15.0368","15.0694"
"21/05/2020","CHINESE YUAN","15.0621","15.0463","15.0779"
"20/05/2020","CHINESE YUAN","15.0372","15.0125","15.0619"
"19/05/2020","CHINESE YUAN","15.0082","14.9932","15.0231"
"18/05/2020","CHINESE YUAN","15.0595","15.0427","15.0763"
"15/05/2020","CHINESE YUAN","15.0436","15.0278","15.0594"
"14/05/2020","CHINESE YUAN","15.0177","15.0031","15.0323"
"13/05/2020","CHINESE YUAN","15.0231","15.0084","15.0379"
"12/05/2020","CHINESE YUAN","14.9636","14.9454","14.9819"
"11/05/2020","CHINESE YUAN","14.9724","14.9541","14.9907"
"08/05/2020","CHINESE YUAN","14.9537","14.9380","14.9694"
"07/05/2020","CHINESE YUAN","14.9437","14.9263","14.9610"
"06/05/2020","CHINESE YUAN","15.0533","15.0349","15.0716"
"05/05/2020","CHINESE YUAN","15.0957","15.0773","15.1141"
"04/05/2020","CHINESE YUAN","15.1886","15.1702","15.2070"
"30/04/2020","CHINESE YUAN","15.2083","15.1929","15.2237"
"29/04/2020","CHINESE YUAN","15.1598","15.1414","15.1781"
"28/04/2020","CHINESE YUAN","15.1342","15.1191","15.1494"
"27/04/2020","CHINESE YUAN","15.1122","15.0968","15.1276"
"24/04/2020","CHINESE YUAN","15.1533","15.1285","15.1781"
"23/04/2020","CHINESE YUAN","15.1279","15.1126","15.1432"
"22/04/2020","CHINESE YUAN","15.1035","15.0884","15.1186"
"21/04/2020","CHINESE YUAN","15.1115","15.0944","15.1287"
"20/04/2020","CHINESE YUAN","15.0880","15.0696","15.1064"
"17/04/2020","CHINESE YUAN","15.0138","14.9954","15.0322"
"16/04/2020","CHINESE YUAN","14.9593","14.9410","14.9777"
"15/04/2020","CHINESE YUAN","15.0071","14.9887","15.0255"
"14/04/2020","CHINESE YUAN","15.0302","15.0145","15.0459"
"09/04/2020","CHINESE YUAN","14.9981","14.9829","15.0133"
"08/04/2020","CHINESE YUAN","15.0966","15.0795","15.1137"
"07/04/2020","CHINESE YUAN","15.0029","14.9864","15.0195"
"06/04/2020","CHINESE YUAN","14.9377","14.9217","14.9536"
"03/04/2020","CHINESE YUAN","14.9048","14.8891","14.9205"
"02/04/2020","CHINESE YUAN","14.8111","14.7872","14.8350"
"01/04/2020","CHINESE YUAN","14.8306","14.8098","14.8514"
"31/03/2020","CHINESE YUAN","14.7561","14.7358","14.7763"
"30/03/2020","CHINESE YUAN","14.7191","14.7024","14.7357"
"27/03/2020","CHINESE YUAN","14.8607","14.8439","14.8774"
"26/03/2020","CHINESE YUAN","14.9527","14.9338","14.9716"
"25/03/2020","CHINESE YUAN","15.0721","15.0557","15.0885"
"24/03/2020","CHINESE YUAN","15.0262","15.0103","15.0421"
"23/03/2020","CHINESE YUAN","14.9478","14.9315","14.9641"
"20/03/2020","CHINESE YUAN","14.8336","14.8180","14.8493"
"19/03/2020","CHINESE YUAN","14.8060","14.7812","14.8307"
"18/03/2020","CHINESE YUAN","14.7829","14.7679","14.7979"
"17/03/2020","CHINESE YUAN","14.7231","14.7076","14.7386"
"16/03/2020","CHINESE YUAN","14.7002","14.6857","14.7147"
"13/03/2020","CHINESE YUAN","14.5887","14.5731","14.6043"
"12/03/2020","CHINESE YUAN","14.7377","14.7211","14.7543"
"11/03/2020","CHINESE YUAN","14.7621","14.7460","14.7782"
"10/03/2020","CHINESE YUAN","14.8446","14.8216","14.8676"
"09/03/2020","CHINESE YUAN","14.8224","14.8037","14.8412"
"06/03/2020","CHINESE YUAN","14.7861","14.7697","14.8026"
"05/03/2020","CHINESE YUAN","14.8551","14.8364","14.8739"
"04/03/2020","CHINESE YUAN","14.7561","14.7375","14.7748"
"03/03/2020","CHINESE YUAN","14.5430","14.5245","14.5615"
"02/03/2020","CHINESE YUAN","14.4802","14.4641","14.4964"
"28/02/2020","CHINESE YUAN","14.4096","14.3937","14.4255"
"27/02/2020","CHINESE YUAN","14.3749","14.3584","14.3914"
"26/02/2020","CHINESE YUAN","14.4164","14.4006","14.4322"
"25/02/2020","CHINESE YUAN","14.3742","14.3498","14.3987"
"24/02/2020","CHINESE YUAN","14.3970","14.3805","14.4135"
"21/02/2020","CHINESE YUAN","14.4189","14.4016","14.4362"
"20/02/2020","CHINESE YUAN","14.4729","14.4557","14.4901"
"19/02/2020","CHINESE YUAN","14.4390","14.4238","14.4542"
"18/02/2020","CHINESE YUAN","14.4504","14.4348","14.4659"
"17/02/2020","CHINESE YUAN","14.3989","14.3809","14.4169"
"14/02/2020","CHINESE YUAN","14.4065","14.3900","14.4230"
"13/02/2020","CHINESE YUAN","14.4467","14.4305","14.4630"
"12/02/2020","CHINESE YUAN","14.4095","14.3926","14.4264"
"10/02/2020","CHINESE YUAN","14.3788","14.3620","14.3955"
"07/02/2020","CHINESE YUAN","14.4139","14.3989","14.4290"
"06/02/2020","CHINESE YUAN","14.4026","14.3838","14.4214"
"05/02/2020","CHINESE YUAN","14.3431","14.3275","14.3586"
"04/02/2020","CHINESE YUAN","14.3159","14.2982","14.3336"
"03/02/2020","CHINESE YUAN","14.3204","14.3052","14.3356"
"31/01/2020","CHINESE YUAN","14.5005","14.4856","14.5154"
"30/01/2020","CHINESE YUAN","14.5239","14.5089","14.5388"
"29/01/2020","CHINESE YUAN","14.5421","14.5272","14.5571"
"28/01/2020","CHINESE YUAN","14.5418","14.5269","14.5567"
"27/01/2020","CHINESE YUAN","14.5425","14.5276","14.5575"
"27/01/2020","CHINESE YUAN","14.5425","14.5276","14.5575"
"24/01/2020","CHINESE YUAN","14.5395","14.5245","14.5544"
"23/01/2020","CHINESE YUAN","14.5589","14.5429","14.5749"
"22/01/2020","CHINESE YUAN","14.6449","14.6289","14.6609"
"21/01/2020","CHINESE YUAN","14.7239","14.7087","14.7391"
"20/01/2020","CHINESE YUAN","14.7544","14.7390","14.7697"
"17/01/2020","CHINESE YUAN","14.6955","14.6802","14.7108"
"16/01/2020","CHINESE YUAN","14.7185","14.7024","14.7347"
"15/01/2020","CHINESE YUAN","14.7232","14.7074","14.7390"
"14/01/2020","CHINESE YUAN","14.7227","14.7048","14.7407"
"13/01/2020","CHINESE YUAN","14.6430","14.6180","14.6680"
"10/01/2020","CHINESE YUAN","14.6549","14.6397","14.6701"
"09/01/2020","CHINESE YUAN","14.6109","14.5957","14.6260"
"08/01/2020","CHINESE YUAN","14.5828","14.5600","14.6056"
"07/01/2020","CHINESE YUAN","14.5308","14.5081","14.5536"
"06/01/2020","CHINESE YUAN","14.4891","14.4723","14.5060"
"03/01/2020","CHINESE YUAN","14.4979","14.4818","14.5139"
"02/01/2020","CHINESE YUAN","14.5585","14.5420","14.5749"